,pathogen,source,disease,tsource,ttype,portal,infection_atts,tatts,TBD
10001479,Salmonella enterica subsp. enterica serovar Abortusequi,Equus caballus,Paratyphoid fever,unknown,unknown,unknown,PMID:12554106,PMID:12554106,
10001482,Salmonella enterica subsp. enterica serovar Enteritidis,Homo sapiens,Salmonella enteritis,unknown,unknown,gastrointestinal system,,,
10001483,Salmonella enterica subsp. enterica serovar Stanley,Homo sapiens,Salmonella enteritis,food,vehicle-borne ingestion,gastrointestinal system,PMID:16495628;PMID:9350734,PMID:16495628;PMID:9350734,
10001484,Salmonella enterica subsp. enterica serovar Agama,Homo sapiens,Salmonella enteritis,unknown,unknown,gastrointestinal system,PMID:16495628,PMID:16495628,
10001485,Salmonella enterica subsp. enterica serovar Litchfield,Homo sapiens,Salmonella enteritis,unknown,unknown,gastrointestinal system,PMID:16495628,PMID:16495628,
10001487,Salmonella enterica subsp. enterica serovar London,Homo sapiens,Salmonella enteritis,food,vehicle-borne ingestion,gastrointestinal system,PMID:15004867,PMID:15004867,
10001488,Salmonella enterica subsp. enterica serovar Typhimurium,Equidae,Salmonella enteritis,unknown,unknown,gastrointestinal system,PMID:770073,PMID:770073,
10001489,Salmonella enterica subsp. enterica serovar Enteritidis,Equidae,Salmonella enteritis,unknown,unknown,gastrointestinal system,PMID:770073,PMID:770073,
10001490,Salmonella enterica subsp. enterica serovar Newport,Equidae,Salmonella enteritis,unknown,unknown,gastrointestinal system,PMID:770073,PMID:770073,
10001491,Salmonella enterica subsp. enterica serovar Heidelberg,Equidae,Salmonella enteritis,unknown,unknown,gastrointestinal system,PMID:770073,PMID:770073,
10001492,Salmonella enterica subsp. enterica serovar Bareilly,Homo sapiens,Arthritis,unknown,unknown,bone,PMID:8772916,PMID:8772916,
10001493,Salmonella enterica subsp. enterica serovar Bareilly,Homo sapiens,Septicemia,unknown,unknown,blood,PMID:1178954,PMID:1178954,
10001494,Salmonella enterica subsp. enterica serovar Bareilly,Homo sapiens,Osteomyelitis,unknown,unknown,bone,PMID:13607659,PMID:13607659,
10001495,Salmonella enterica subsp. enterica serovar Bovismorbificans,Homo sapiens,Salmonella enteritis,food,vehicle-borne ingestion,gastrointestinal system,PMID:12549525,PMID:12549525,
10001496,Salmonella enterica subsp. enterica serovar Braenderup,Homo sapiens,Gastroenteritis,food,vehicle-borne ingestion,gastrointestinal system,PMID:11168047;symptom=abdominal pain;symptom=diarrhea;symptom=fever;symptom=nausea;symptom=vomiting,PMID:11168047,
10001497,Salmonella enterica subsp. enterica serovar Senftenberg,Homo sapiens,Osteomyelitis,unknown,unknown,bone,PMID:2628324,PMID:2628324,
10001498,Salmonella enterica subsp. enterica serovar Typhi,Homo sapiens,Osteomyelitis,unknown,unknown,bone,PMID:8148858,PMID:8148858,
10001499,Salmonella enterica subsp. enterica serovar Brandenburg,Homo sapiens,Abscess of thigh,unknown,unknown,muscle,PMID:12202612,PMID:12202612,
10001500,Salmonella enterica subsp. enterica serovar Bredeney,Homo sapiens,Salmonella enteritis,unknown,unknown,gastrointestinal system,PMID:11772625,PMID:11772625,
10001501,Salmonella enterica subsp. enterica serovar Bredeney,Homo sapiens,Salmonella enteritis,food,vehicle-borne ingestion,gastrointestinal system,PMID:9744208,PMID:9744208,
10001502,Salmonella enterica subsp. enterica serovar Oranienburg,Homo sapiens,Retroperitoneal Abscess,food,vehicle-borne ingestion,digestive system,PMID:14614729,PMID:14614729,
10001503,Salmonella enterica subsp. enterica serovar Oranienburg,Homo sapiens,Salmonella enteritis,food,vehicle-borne ingestion,gastrointestinal system,PMID:10508002;PMID:1433759,PMID:10508002;PMID:1433759,
10001504,Salmonella enterica subsp. enterica serovar Chester,Homo sapiens,Gastrointestinal infections,food,vehicle-borne ingestion,gastrointestinal system,PMID:6701583,PMID:6701583,
10001505,Salmonella enterica subsp. enterica serovar Cubana,Gallus gallus,Salmonella gastroenteritis,food,vehicle-borne ingestion,gastrointestinal system,PMID:16561054,PMID:16561054,
10001506,Salmonella enterica subsp. enterica serovar Derby,Homo sapiens,emphysematous cholecystitis,unknown,unknown,biliary tract,PMID:16439332,PMID:16439332,
10001507,Salmonella enterica subsp. enterica serovar Derby,Homo sapiens,Salmonella enteritis,food,vehicle-borne ingestion,gastrointestinal system,PMID:11531322,PMID:11531322,
10001508,Salmonella enterica subsp. enterica serovar Derby,Ovis aries,Salmonella enteritis,unknown,unknown,unknown,,,
10001509,Salmonella enterica subsp. enterica serovar Dublin,Homo sapiens,Salmonella enteritis,food,vehicle-borne ingestion,gastrointestinal system,PMID:12631741;PMID:12631940;PMID:1468523;PMID:2030643,PMID:12631741;PMID:12631940;PMID:1468523;PMID:2030643,
10001510,Salmonella enterica,Homo sapiens,Gastroenteritis,food,vehicle-borne ingestion,gastrointestinal system,PMID:11474854,PMID:11474854,
10001511,Salmonella enterica subsp. enterica serovar Dublin,Homo sapiens,Osteomyelitis,unknown,unknown,bone,PMID:11179330,PMID:11179330,
10001512,Salmonella enterica subsp. enterica serovar Dublin,Homo sapiens,Gastroenteritis,food,vehicle-borne ingestion,gastrointestinal system,PMID:12631741,PMID:12631741,
10001513,Salmonella enterica subsp. enterica serovar Dublin,Homo sapiens,Septicemia,food,vehicle-borne ingestion,gastrointestinal system,PMID:12631741;PMID:3767872,PMID:12631741;PMID:3767872,
10001514,Salmonella enterica subsp. enterica serovar Dublin,Homo sapiens,Empyema thoracis,unknown,unknown,lung,PMID:3948937,PMID:3948937,
10001515,Salmonella enterica subsp. enterica serovar Emek,Homo sapiens,Folliculitis,not curated,contact,skin,PMID:14774372,PMID:14774372,
10001516,Salmonella enterica subsp. enterica serovar Give,Homo sapiens,Gastroenteritis,food,vehicle-borne ingestion,gastrointestinal system,PMID:16088767,PMID:16088767,
10001517,Salmonella enterica subsp. enterica serovar Goldcoast,Homo sapiens,Salmonella enteritis,food,vehicle-borne ingestion,gastrointestinal system,PMID:15473151,PMID:15473151,
10001518,Salmonella enterica subsp. enterica serovar Hadar,Homo sapiens,Gastroenteritis,food,vehicle-borne ingestion,gastrointestinal system,PMID:16785679;PMID:8243173;PMID:9517880,PMID:16785679;PMID:8243173;PMID:9517880,
10001519,Salmonella enterica subsp. enterica serovar Hadar,Homo sapiens,Salmonella enteritis,not curated,contact,gastrointestinal system,PMID:1542292,PMID:1542292,
10001520,Salmonella enterica subsp. enterica serovar Haifa,Homo sapiens,Salmonella enteritis,food,vehicle-borne ingestion,gastrointestinal system,PMID:14387179,PMID:14387179,
10001521,Salmonella enterica subsp. enterica serovar Typhi,Homo sapiens,Typhoid fever,Homo sapiens,contact,blood vessel,PMID:12830419,PMID:12830419,
10001522,Salmonella enterica subsp. enterica serovar Mbandaka,Homo sapiens,Salmonella enteritis,unknown,unknown,unknown,PMID:12843024;PMID:9847958,PMID:12843024;PMID:9847958,
10001523,Salmonella enterica subsp. enterica serovar Mbandaka,Bos taurus,Salmonella enteritis,food,vehicle-borne ingestion,gastrointestinal system,PMID:7061838,PMID:7061838,
10001524,Salmonella enterica subsp. enterica serovar Litchfield,Homo sapiens,Salmonella enteritis,not curated,contact,gastrointestinal system,PMID:9350734,PMID:9350734,
10001525,Salmonella enterica subsp. enterica serovar Manhattan,Homo sapiens,Salmonella enteritis,not curated,contact,gastrointestinal system,PMID:9350734,PMID:9350734,
10001526,Salmonella enterica subsp. enterica serovar Braenderup,Homo sapiens,Salmonella enteritis,not curated,contact,gastrointestinal system,PMID:9350734,PMID:9350734,
10001527,Salmonella enterica subsp. enterica serovar Montevideo,Homo sapiens,Septic Arthritis,unknown,unknown,bone,PMID:15239870,PMID:15239870,
10001528,Salmonella enterica subsp. enterica serovar Montevideo,Homo sapiens,Bacteremia,unknown,unknown,blood,PMID:15228237,PMID:15228237,
10001529,Salmonella enterica subsp. enterica serovar Give,Ovis aries,unknown,unknown,unknown,unknown,PMID:6857979;symptom=abortion,PMID:6857979,
10001530,Salmonella enterica subsp. enterica serovar Muenchen,Homo sapiens,Urinary tract infection,food,vehicle-borne ingestion,digestive system,PMID:11574556,PMID:11574556,
10001531,Salmonella enterica subsp. enterica serovar Muenchen,Homo sapiens,Osteomyelitis,unknown,unknown,spinal cord,PMID:14251451,PMID:14251451,
10001532,Salmonella enterica subsp. enterica serovar Typhi,Homo sapiens,Osteomyelitis,unknown,unknown,bone,PMID:14251451,PMID:14251451,
10001533,Salmonella enterica subsp. enterica serovar Paratyphi B,Homo sapiens,Osteomyelitis,unknown,unknown,bone,PMID:14251451,PMID:14251451,
10001534,Salmonella enterica,Homo sapiens,Osteomyelitis,unknown,unknown,bone,PMID:14251451,PMID:14251451,
10001535,Salmonella enterica subsp. enterica serovar Enteritidis,Homo sapiens,Osteomyelitis,unknown,unknown,bone,PMID:14251451,PMID:14251451,
10001536,Salmonella enterica subsp. enterica serovar Typhimurium,Homo sapiens,Osteomyelitis,unknown,unknown,bone,PMID:14251451,PMID:14251451,
10001537,Salmonella enterica subsp. enterica serovar Panama,Homo sapiens,Osteomyelitis,unknown,unknown,bone,PMID:14251451,PMID:14251451,
10001538,Salmonella enterica subsp. enterica serovar Oranienburg,Homo sapiens,Osteomyelitis,unknown,unknown,bone,PMID:14251451,PMID:14251451,
10001539,Salmonella enterica subsp. enterica serovar Stanley,Homo sapiens,Osteomyelitis,unknown,unknown,bone,PMID:14251451,PMID:14251451,
10001540,Salmonella enterica subsp. enterica serovar Montevideo,Homo sapiens,Osteomyelitis,unknown,unknown,bone,,,
10001541,Salmonella enterica subsp. enterica serovar Muenster,Bos taurus,Salmonella gastroenteritis,food,vehicle-borne ingestion,gastrointestinal system,PMID:12058570,PMID:12058570,
10001542,Salmonella enterica subsp. enterica serovar Muenster,Bos taurus,Septicemia,food,vehicle-borne ingestion,digestive system,PMID:12058570,PMID:12058570,
10001543,Salmonella enterica subsp. enterica serovar Newlands,Homo sapiens,Salmonella gastroenteritis,unknown,unknown,gastrointestinal system,PMID:13054537,PMID:13054537,
10001544,Salmonella enterica subsp. enterica serovar Newport,Lama pacos,Meningitis,unknown,unknown,unknown,PMID:12553585,PMID:12553585,
10001546,Salmonella enterica subsp. enterica serovar Concord,Homo sapiens,Salmonella enteritis,unknown,unknown,unknown,PMID:15953709,PMID:15953709,
10001548,Salmonella enterica subsp. enterica serovar Oranienburg,Homo sapiens,Salmonella enteritis,unknown,unknown,unknown,PMID:15953709,PMID:15953709,
10001549,Salmonella enterica subsp. enterica serovar Muenchen,Homo sapiens,Salmonella enteritis,unknown,unknown,unknown,PMID:15953709,PMID:15953709,
10001551,Salmonella enterica subsp. enterica serovar Paratyphi C,Homo sapiens,Osteomyelitis,unknown,unknown,bone,PMID:1287814,PMID:1287814,
10001552,Salmonella enterica subsp. enterica serovar Paratyphi A,Homo sapiens,Osteomyelitis,unknown,unknown,bone,PMID:16483445,PMID:16483445,
10001553,Salmonella enterica subsp. enterica serovar Paratyphi C,Homo sapiens,Retroperitoneal abscess,unknown,unknown,stomach,PMID:3919056,PMID:3919056,
10001554,Salmonella enterica subsp. enterica serovar Panama,Homo sapiens,Enterocolitis,unknown,unknown,gastrointestinal system,PMID:5594248,PMID:5594248,
10001555,Salmonella,Homo sapiens,Necrotizing enterocolitis,unknown,unknown,gastrointestinal system,,,
10001556,Salmonella enterica subsp. enterica serovar Pullorum,Phasianus colchicus,Pullorum disease,unknown,unknown,lung,PMID:10204223,PMID:10204223,
10001557,Salmonella enterica subsp. enterica serovar Pullorum,Phasianus colchicus,Pullorum disease,unknown,unknown,liver,PMID:10204223,PMID:10204223,
10001558,Salmonella enterica subsp. enterica serovar Pullorum,Phasianus colchicus,Pullorum disease,unknown,unknown,blood,PMID:10204223,PMID:10204223,
10001559,Salmonella enterica subsp. enterica serovar Pullorum,Pan troglodytes,Salmonella enteritis,unknown,unknown,gastrointestinal system,PMID:3682095,PMID:3682095,
10001560,Salmonella enterica subsp. enterica serovar Sendai,Homo sapiens,Endocarditis,unknown,unknown,heart,PMID:12996111,PMID:12996111,
10001561,Salmonella enterica subsp. enterica serovar Senftenberg,Homo sapiens,Otitis media,unknown,unknown,ear,,,
10001562,Salmonella enterica subsp. enterica serovar Senftenberg,Homo sapiens,Septicemia,unknown,unknown,blood,PMID:8288336,PMID:8288336,
10001563,Salmonella enterica subsp. enterica serovar Senftenberg,Homo sapiens,Empyema thoracis,unknown,unknown,lung,PMID:10851820,PMID:10851820,
10001564,Salmonella enterica subsp. enterica serovar Senftenberg,Homo sapiens,Salmonella enteritis,food,vehicle-borne ingestion,gastrointestinal system,PMID:9593480,PMID:9593480,
10001565,Salmonella enterica subsp. enterica serovar Senftenberg,Homo sapiens,Gastroenteritis,food,vehicle-borne ingestion,gastrointestinal system,PMID:8909836,PMID:8909836,
10001566,Salmonella enterica subsp. enterica serovar Urbana,Homo sapiens,Salmonella gastroenteritis,unknown,unknown,gastrointestinal system,PMID:1680905,PMID:1680905,
10001567,Salmonella enterica subsp. enterica serovar Urbana,Homo sapiens,Bacteremia,unknown,unknown,blood,PMID:1680905,PMID:1680905,
10001568,Salmonella enterica subsp. enterica serovar Typhi,Homo sapiens,Acalculous cholecystitis,unknown,unknown,biliary tract,PMID:16572247;symptom=abdominal pain;symptom=diarrhea;symptom=fever;symptom=vomiting,PMID:16572247,
10001569,Salmonella enterica subsp. enterica serovar Typhimurium,Homo sapiens,Acalculous cholecystitis,unknown,unknown,biliary tract,PMID:16572247,PMID:16572247,
10001570,Salmonella enterica subsp. enterica serovar Enteritidis,Homo sapiens,Acalculous cholecystitis,unknown,unknown,biliary tract,PMID:16572247,PMID:16572247,
10001571,Salmonella enterica subsp. enterica serovar Waycross,Homo sapiens,Cystitis,unknown,unknown,urogenital system,PMID:16561491,PMID:16561491,
10001572,Salmonella enterica subsp. enterica serovar Wien,Homo sapiens,Gastroenteritis,unknown,unknown,gastrointestinal system,PMID:1748117;PMID:2747552,PMID:1748117;PMID:2747552,
10001573,Salmonella enterica subsp. enterica serovar Wien,Homo sapiens,Otitis media,unknown,unknown,ear,PMID:614142,PMID:614142,
10001574,Salmonella enterica subsp. enterica serovar Wien,Homo sapiens,Septicemia,unknown,unknown,blood,PMID:4499833,PMID:4499833,
10001576,Salmonella enterica subsp. enterica serovar Aberdeen,Homo sapiens,Salmonella enteritis,unknown,unknown,unknown,,,
10001580,Salmonella enterica subsp. enterica serovar Agona,Homo sapiens,Salmonella enteritis,unknown,unknown,unknown,,,
10001594,Salmonella enterica subsp. enterica serovar Arechavaleta,Homo sapiens,Salmonella enteritis,unknown,unknown,unknown,,,
10001600,Salmonella enterica subsp. enterica serovar Berta,Homo sapiens,Salmonella enteritis,unknown,unknown,unknown,,,
10001602,Salmonella enterica subsp. enterica serovar Blegdam,Homo sapiens,Salmonella enteritis,unknown,unknown,unknown,,,
10001606,Salmonella enterica subsp. enterica serovar Braenderup,Homo sapiens,Salmonella enteritis,unknown,unknown,unknown,,,
10001614,Salmonella enterica subsp. enterica serovar Cerro,Homo sapiens,Salmonella enteritis,unknown,unknown,unknown,,,
10001616,Salmonella enterica subsp. enterica serovar Chester,Homo sapiens,Salmonella enteritis,unknown,unknown,unknown,,,
10001621,Salmonella enterica subsp. enterica serovar Coeln,Homo sapiens,Salmonella enteritis,unknown,unknown,unknown,,,
10001625,Salmonella enterica subsp. enterica serovar Cubana,Homo sapiens,Salmonella enteritis,unknown,unknown,unknown,,,
10001630,Salmonella enterica subsp. enterica serovar Dublin,Homo sapiens,Salmonella enteritis,unknown,unknown,unknown,,,
10001631,Salmonella enterica subsp. enterica serovar Durban,Homo sapiens,Salmonella enteritis,unknown,unknown,unknown,,,
10001635,Salmonella enterica subsp. enterica serovar Eastbourne,Homo sapiens,Salmonella enteritis,unknown,unknown,unknown,,,
10001650,Salmonella enterica subsp. enterica serovar Give,Homo sapiens,Salmonella enteritis,unknown,unknown,unknown,,,
10001656,Salmonella enterica subsp. enterica serovar Hadar,Homo sapiens,Salmonella enteritis,unknown,unknown,unknown,,,
10001657,Salmonella enterica subsp. enterica serovar Haifa,Homo sapiens,Salmonella enteritis,unknown,unknown,unknown,,,
10001662,Salmonella enterica subsp. enterica serovar Havana,Homo sapiens,Salmonella enteritis,unknown,unknown,unknown,,,
10001678,Salmonella enterica subsp. enterica serovar Javiana,Homo sapiens,Salmonella enteritis,unknown,unknown,unknown,,,
10001688,Salmonella enterica subsp. enterica serovar Kottbus,Homo sapiens,Salmonella enteritis,unknown,unknown,unknown,,,
10001692,Salmonella enterica subsp. enterica serovar Lansing,Homo sapiens,Salmonella enteritis,unknown,unknown,unknown,,,
10001694,Salmonella enterica subsp. enterica serovar Lille,Homo sapiens,Salmonella enteritis,unknown,unknown,unknown,,,
10001696,Salmonella enterica subsp. enterica serovar Liverpool,Homo sapiens,Salmonella enteritis,unknown,unknown,unknown,,,
10001697,Salmonella enterica subsp. enterica serovar Livingstone,Homo sapiens,Salmonella enteritis,unknown,unknown,unknown,,,
10001705,Salmonella enterica subsp. enterica serovar Meleagridis,Homo sapiens,Salmonella enteritis,unknown,unknown,unknown,,,
10001708,Salmonella enterica subsp. enterica serovar Miami,Homo sapiens,Salmonella enteritis,unknown,unknown,unknown,,,
10001713,Salmonella enterica subsp. enterica serovar Monschaui,Homo sapiens,Salmonella enteritis,unknown,unknown,unknown,,,
